Bairros;Valores;Informações;Descricao
"Blumenau, Itoupava Norte
Cód.: A80128";R$ 1.200.000,00;"5 quartos
1 suíte
4 vagas
206,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 5 Dormitórios (1 suíte) e 206 m² - A80128
"Blumenau, Itoupava Norte
Cód.: 35718413";R$ 1.200.000,00;"2 quartos
295,9 m²";Casa no Bairro Itoupava Norte em Blumenau com 2 Dormitórios e 295.94 m² - 35718413
"Blumenau, Velha
Cód.: CA02854V";R$ 1.200.000,00;"4 quartos
1 suíte
2 vagas
265,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (1 suíte) e 265 m² - CA02854V
"Blumenau, Escola Agrícola
Cód.: CA02982V";R$ 1.200.000,00;"3 quartos
1 suíte
2 vagas
179,8 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 179.81 m² - CA02982V
"Blumenau, Velha
Cód.: CA01856V";R$ 1.200.000,00;"4 quartos
1 suíte
2 vagas
213,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (1 suíte) e 213 m² - CA01856V
"Blumenau, Velha
Cód.: CA0454";R$ 1.200.000,00;"2 quartos
1 suíte
3 vagas
199,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (1 suíte) e 199 m² - CA0454
"Blumenau, Garcia
Cód.: 4010925";R$ 1.200.000,00;"5 quartos
3 suítes
6 vagas
480,0 m²";Casa no Bairro Garcia em Blumenau com 5 Dormitórios (3 suítes) e 480 m² - 4010925
"Blumenau, Ponta Aguda
Cód.: 6004023";R$ 1.200.000,00;"4 quartos
4 suítes
2 vagas
392,0 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (4 suítes) e 392 m² - 6004023
"Blumenau, Ponta Aguda
Cód.: 3430";R$ 1.200.000,00;"4 quartos
2 suítes
4 vagas
400,0 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (2 suítes) e 400 m² - 3430
"Blumenau, Passo Manso
Cód.: CA0532";R$ 1.200.000,00;"3 quartos
1 suíte
2 vagas
250,0 m²";Casa no Bairro Passo Manso em Blumenau com 3 Dormitórios (1 suíte) e 250 m² - CA0532
"Blumenau, Passo Manso
Cód.: CA0876";R$ 1.200.000,00;"3 quartos
1 suíte
2 vagas
250,0 m²";Casa no Bairro Passo Manso em Blumenau com 3 Dormitórios (1 suíte) e 250 m² - CA0876
"Blumenau, Velha
Cód.: CA02725V";R$ 1.200.000,00;"3 quartos
1 suíte
2 vagas
260,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 260 m² - CA02725V
"Blumenau, Velha
Cód.: CA02267V";R$ 1.200.000,00;"3 quartos
1 suíte
6 vagas
364,9 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 364.9 m² - CA02267V
"Blumenau, Velha
Cód.: 6004393";R$ 1.200.000,00;"3 quartos
1 suíte
6 vagas
365,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 365 m² - 6004393
"Blumenau, Velha Central
Cód.: CA01969V";R$ 1.200.000,00;"3 quartos
1 suíte
4 vagas
233,0 m²";Casa no Bairro Velha Central em Blumenau com 3 Dormitórios (1 suíte) e 233 m² - CA01969V
"Blumenau, Velha
Cód.: CA0459";R$ 1.200.000,00;"3 quartos
1 suíte
13 vagas
365,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 365 m² - CA0459
"Blumenau, Água Verde
Cód.: 6160414";R$ 1.200.000,00;"3 quartos
1 suíte
2 vagas
397,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 397 m² - 6160414
"Blumenau, Itoupava Seca
Cód.: 35718434";R$ 1.200.000,00;"4 quartos
1 suíte
4 vagas
400,0 m²";Casa no Bairro Itoupava Seca em Blumenau com 4 Dormitórios (1 suíte) e 400 m² - 35718434
"Blumenau, Itoupava Norte
Cód.: 662";R$ 1.210.000,00;"3 quartos
1 suíte
2 vagas
171,0 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (1 suíte) e 171 m² - 662
"Blumenau, Vila Nova
Cód.: 6004563";R$ 1.224.000,00;"4 quartos
3 vagas
190,0 m²";Casa no Bairro Vila Nova em Blumenau com 4 Dormitórios e 190 m² - 6004563
"Blumenau, Garcia
Cód.: CA0809";R$ 1.225.000,00;"5 quartos
2 suítes
6 vagas
367,0 m²";Casa no Bairro Garcia em Blumenau com 5 Dormitórios (2 suítes) e 367 m² - CA0809
"Blumenau, Ponta Aguda
Cód.: 6160118";R$ 1.230.000,00;"4 quartos
4 suítes
3 vagas
184,5 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (4 suítes) e 184.46 m² - 6160118
"Blumenau, Ponta Aguda
Cód.: AP02876V";R$ 1.230.000,00;"3 quartos
3 suítes
3 vagas
253,3 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 3 Dormitórios (3 suítes) e 253.25 m² - AP02876V
"Blumenau, Ponta Aguda
Cód.: AP0158";R$ 1.230.000,00;"3 quartos
3 suítes
3 vagas
253,0 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 3 Dormitórios (3 suítes) e 253 m² - AP0158
"Blumenau, Velha
Cód.: 3319129";R$ 1.235.000,00;"3 quartos
3 suítes
2 vagas
135,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 134.95 m² - 3319129
"Blumenau, Velha
Cód.: AP1255";R$ 1.235.000,00;"3 quartos
3 suítes
2 vagas
134,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 134 m² - AP1255
"Blumenau, Velha
Cód.: AP1612";R$ 1.235.000,00;"3 quartos
3 suítes
2 vagas
134,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 134 m² - AP1612
"Blumenau, Centro
Cód.: AP0324";R$ 1.240.000,00;"4 quartos
1 suíte
4 vagas
410,0 m²";Apartamento no Bairro Centro em Blumenau com 4 Dormitórios (1 suíte) e 410 m² - AP0324
"Blumenau, Água Verde
Cód.: CA0022";R$ 1.249.000,00;"4 quartos
1 suíte
2 vagas
249,0 m²";Casa no Bairro Água Verde em Blumenau com 4 Dormitórios (1 suíte) e 249 m² - CA0022
"Blumenau, Victor Konder
Cód.: CO0088";R$ 1.250.000,00;"2 quartos
2 suítes
4 vagas
118,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 2 Dormitórios (2 suítes) e 118 m² - CO0088
"Blumenau, Tribess
Cód.: 197";R$ 1.250.000,00;"3 quartos
1 suíte
2 vagas
296,0 m²";Casa no Bairro Tribess em Blumenau com 3 Dormitórios (1 suíte) e 296 m² - 197
"Blumenau, Victor Konder
Cód.: AP0339";R$ 1.250.000,00;"3 quartos
3 suítes
2 vagas
138,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 138 m² - AP0339
"Blumenau, Victor Konder
Cód.: 3406";R$ 1.250.000,00;"2 quartos
2 suítes
4 vagas
120,5 m²";Apartamento no Bairro Victor Konder em Blumenau com 2 Dormitórios (2 suítes) e 120.48 m² - 3406
"Blumenau, Vila Nova
Cód.: AP1129";R$ 1.250.000,00;"3 quartos
3 suítes
2 vagas
148,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 148 m² - AP1129
"Blumenau, Vorstadt
Cód.: AP1498";R$ 1.250.000,00;"3 quartos
3 suítes
2 vagas
188,0 m²";Apartamento no Bairro Vorstadt em Blumenau com 3 Dormitórios (3 suítes) e 188 m² - AP1498
"Blumenau, Ponta Aguda
Cód.: AP06282V";R$ 1.250.000,00;"3 quartos
1 suíte
3 vagas
140,0 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 3 Dormitórios (1 suíte) e 140 m² - AP06282V
"Blumenau, Vila Nova
Cód.: AP1085";R$ 1.250.000,00;"3 quartos
3 suítes
3 vagas
138,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 138 m² - AP1085
"Blumenau, Vila Nova
Cód.: AP2460";R$ 1.250.000,00;"3 quartos
3 suítes
3 vagas
142,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 142 m² - AP2460
"Blumenau, Salto
Cód.: 6311909";R$ 1.250.000,00;"3 quartos
1 suíte
2 vagas
205,0 m²";Casa no Bairro Salto em Blumenau com 3 Dormitórios (1 suíte) e 205 m² - 6311909
"Blumenau, Velha
Cód.: 6310765";R$ 1.250.000,00;"3 quartos
3 suítes
3 vagas
165,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 165 m² - 6310765
"Blumenau, Vila Nova
Cód.: AP07330V";R$ 1.250.000,00;"3 quartos
3 suítes
3 vagas
138,9 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 138.93 m² - AP07330V
"Blumenau, Velha
Cód.: 0812";R$ 1.250.000,00;"4 quartos
2 suítes
4 vagas
250,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (2 suítes) e 250 m² - 0812
"Blumenau, Velha
Cód.: AP0243";R$ 1.250.000,00;"3 quartos
3 suítes
3 vagas
165,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 165 m² - AP0243
"Blumenau, Velha
Cód.: AP0068";R$ 1.250.000,00;"3 quartos
3 suítes
3 vagas
165,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 165 m² - AP0068
"Blumenau, Vila Nova
Cód.: 3768";R$ 1.250.000,00;"3 quartos
1 suíte
3 vagas
291,0 m²";Casa no Bairro Vila Nova em Blumenau com 3 Dormitórios (1 suíte) e 291 m² - 3768
"Blumenau, Itoupava Central
Cód.: CA0449";R$ 1.250.000,00;"3 quartos
3 suítes
3 vagas
241,0 m²";Casa no Bairro Itoupava Central em Blumenau com 3 Dormitórios (3 suítes) e 241 m² - CA0449
"Blumenau, Velha
Cód.: 5007067";R$ 1.250.000,00;"4 quartos
2 suítes
8 vagas
364,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (2 suítes) e 364 m² - 5007067
"Blumenau, Garcia
Cód.: CA0783";R$ 1.250.000,00;"2 quartos
1 suíte
2 vagas
300,0 m²";Casa no Bairro Garcia em Blumenau com 2 Dormitórios (1 suíte) e 300 m² - CA0783
"Blumenau, Ponta Aguda
Cód.: CA0204";R$ 1.250.000,00;"4 quartos
1 suíte
4 vagas
367,0 m²";Casa no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (1 suíte) e 367 m² - CA0204
"Blumenau, Velha
Cód.: CA0206";R$ 1.250.000,00;"3 quartos
1 suíte
6 vagas
340,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 340 m² - CA0206
"Blumenau, Itoupava Central
Cód.: CA1723";R$ 1.250.000,00;"3 quartos
1 suíte
6 vagas
250,0 m²";Casa no Bairro Itoupava Central em Blumenau com 3 Dormitórios (1 suíte) e 250 m² - CA1723
"Blumenau, Água Verde
Cód.: 4660187";R$ 1.260.000,00;"4 quartos
1 suíte
2 vagas
250,0 m²";Casa no Bairro Água Verde em Blumenau com 4 Dormitórios (1 suíte) e 250 m² - 4660187
"Blumenau, Bom Retiro
Cód.: 3319403";R$ 1.270.000,00;"4 quartos
4 suítes
2 vagas
287,0 m²";Apartamento no Bairro Bom Retiro em Blumenau com 4 Dormitórios (4 suítes) e 287 m² - 3319403
"Blumenau, Bom Retiro
Cód.: AP00034V";R$ 1.270.000,00;"4 quartos
4 suítes
2 vagas
287,0 m²";Apartamento no Bairro Bom Retiro em Blumenau com 4 Dormitórios (4 suítes) e 287 m² - AP00034V
"Blumenau, Victor Konder
Cód.: 3110751";R$ 1.275.000,00;"3 quartos
3 suítes
2 vagas
143,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 143 m² - 3110751
"Blumenau, Vila Nova
Cód.: 3491";R$ 1.275.000,00;"3 quartos
3 suítes
2 vagas
125,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 125 m² - 3491
"Blumenau, Vila Nova
Cód.: AP0030";R$ 1.275.000,00;"3 quartos
3 suítes
2 vagas
125,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 125 m² - AP0030
"Blumenau, Velha
Cód.: AP1682";R$ 1.280.000,00;"2 quartos
2 suítes
3 vagas
146,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 146 m² - AP1682
"Blumenau, Victor Konder
Cód.: AP0743";R$ 1.290.000,00;"3 quartos
3 suítes
3 vagas
135,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 135 m² - AP0743
"Blumenau, Água Verde
Cód.: SO0062";R$ 1.290.000,00;"3 quartos
3 suítes
4 vagas
240,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (3 suítes) e 240 m² - SO0062
"Blumenau, Victor Konder
Cód.: 3319141";R$ 1.290.000,00;"3 quartos
3 suítes
3 vagas
136,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 135.98 m² - 3319141
"Blumenau, Velha
Cód.: 6310898";R$ 1.290.000,00;"3 quartos
3 suítes
2 vagas
138,4 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 138.36 m² - 6310898
"Blumenau, Vila Nova
Cód.: AP0463-V";R$ 1.290.000,00;"3 quartos
3 suítes
2 vagas
168,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 168 m² - AP0463-V
"Blumenau, Victor Konder
Cód.: 4121376";R$ 1.290.000,00;"3 quartos
3 suítes
3 vagas
136,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 136 m² - 4121376
"Blumenau, Velha
Cód.: CA167";R$ 1.290.000,00;"3 quartos
1 suíte
4 vagas
228,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 228 m² - CA167
"Blumenau, Vila Nova
Cód.: AP1654";R$ 1.295.000,00;"3 quartos
3 suítes
2 vagas
149,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 149 m² - AP1654
"Blumenau, Escola Agrícola
Cód.: CA0077";R$ 1.299.000,00;"3 quartos
3 suítes
3 vagas
320,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 320 m² - CA0077
"Blumenau, Vila Nova
Cód.: 35716917";R$ 1.299.000,00;"4 quartos
1 suíte
2 vagas
319,2 m²";Casa no Bairro Vila Nova em Blumenau com 4 Dormitórios (1 suíte) e 319.24 m² - 35716917
"Blumenau, Vila Nova
Cód.: 6311686";R$ 1.299.000,00;"4 quartos
1 suíte
4 vagas
319,2 m²";Casa no Bairro Vila Nova em Blumenau com 4 Dormitórios (1 suíte) e 319.24 m² - 6311686
"Blumenau, Garcia
Cód.: CA0055";R$ 1.299.000,00;"5 quartos
2 suítes
8 vagas
367,0 m²";Casa no Bairro Garcia em Blumenau com 5 Dormitórios (2 suítes) e 367 m² - CA0055
"Blumenau, Victor Konder
Cód.: 3110812";R$ 1.300.000,00;"3 quartos
3 suítes
2 vagas
140,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 140 m² - 3110812
"Blumenau, Victor Konder
Cód.: AP1741";R$ 1.300.000,00;"3 quartos
3 suítes
2 vagas
137,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 137 m² - AP1741
"Blumenau, Victor Konder
Cód.: AP1251";R$ 1.300.000,00;"3 quartos
3 suítes
2 vagas
137,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 137 m² - AP1251
"Blumenau, Vila Nova
Cód.: 1336342";R$ 1.300.000,00;"3 quartos
3 suítes
3 vagas
149,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 149 m² - 1336342
"Blumenau, Vila Nova
Cód.: CA02546V";R$ 1.300.000,00;"4 quartos
2 suítes
4 vagas";Casa no Bairro Vila Nova em Blumenau com 4 Dormitórios (2 suítes) - CA02546V
"Blumenau, Vila Nova
Cód.: 3318936";R$ 1.300.000,00;"4 quartos
1 suíte
4 vagas
319,0 m²";Casa no Bairro Vila Nova em Blumenau com 4 Dormitórios (1 suíte) e 319 m² - 3318936
"Blumenau, Água Verde
Cód.: CA01372V";R$ 1.300.000,00;"6 quartos
2 suítes
6 vagas
390,0 m²";Casa no Bairro Água Verde em Blumenau com 6 Dormitórios (2 suítes) e 390 m² - CA01372V
"Blumenau, Jardim Blumenau
Cód.: AP0598";R$ 1.300.000,00;"3 quartos
3 suítes
3 vagas
118,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (3 suítes) e 118 m² - AP0598
"Blumenau, Bom Retiro
Cód.: AP1579";R$ 1.300.000,00;"3 quartos
3 suítes
3 vagas
131,0 m²";Apartamento no Bairro Bom Retiro em Blumenau com 3 Dormitórios (3 suítes) e 131 m² - AP1579
"Blumenau, Ponta Aguda
Cód.: AP07734V";R$ 1.300.000,00;"3 quartos
1 suíte
2 vagas
140,0 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 3 Dormitórios (1 suíte) e 140 m² - AP07734V
"Blumenau, Vila Nova
Cód.: 5364728";R$ 1.300.000,00;"3 suítes
3 vagas
138,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 138 m² - 5364728
"Blumenau, Garcia
Cód.: 6004418";R$ 1.300.000,00;"3 quartos
1 suíte
2 vagas
200,6 m²";Casa no Bairro Garcia em Blumenau com 3 Dormitórios (1 suíte) e 200.56 m² - 6004418
"Blumenau, Victor Konder
Cód.: 3110920";R$ 1.300.000,00;"3 quartos
3 suítes
2 vagas
137,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 137 m² - 3110920
"Blumenau, Vila Nova
Cód.: AP0995";R$ 1.300.000,00;"3 quartos
3 suítes
2 vagas
170,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 170 m² - AP0995
"Blumenau, Vila Nova
Cód.: 4111755";R$ 1.300.000,00;"4 quartos
3 suítes
2 vagas
153,3 m²";Apartamento no Bairro Vila Nova em Blumenau com 4 Dormitórios (3 suítes) e 153.29 m² - 4111755
"Blumenau, Velha
Cód.: AP08237V";R$ 1.300.000,00;"3 quartos
2 suítes
2 vagas
181,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (2 suítes) e 181 m² - AP08237V
"Blumenau, Jardim Blumenau
Cód.: 35715019";R$ 1.300.000,00;"3 quartos
3 suítes
2 vagas
158,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (3 suítes) e 158 m² - 35715019
"Blumenau, Victor Konder
Cód.: 4121378";R$ 1.300.000,00;"3 quartos
3 suítes
3 vagas
143,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 143 m² - 4121378
"Blumenau, Victor Konder
Cód.: 4191571";R$ 1.300.000,00;"4 quartos
4 suítes
3 vagas
226,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 4 Dormitórios (4 suítes) e 226 m² - 4191571
"Blumenau, Victor Konder
Cód.: AP1413";R$ 1.300.000,00;"3 quartos
3 suítes
2 vagas
133,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 133 m² - AP1413
"Blumenau, Vorstadt
Cód.: 4660299";R$ 1.300.000,00;"3 quartos
1 suíte
4 vagas";Casa no Bairro Vorstadt em Blumenau com 3 Dormitórios (1 suíte) - 4660299
"Blumenau, Garcia
Cód.: CA01541V";R$ 1.300.000,00;"3 quartos
1 suíte
2 vagas
396,0 m²";Casa no Bairro Garcia em Blumenau com 3 Dormitórios (1 suíte) e 396 m² - CA01541V
"Blumenau, Velha
Cód.: 70212056";R$ 1.300.000,00;"4 quartos
1 suíte
4 vagas
228,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (1 suíte) e 228 m² - 70212056
"Blumenau, Jardim Blumenau
Cód.: 0780";R$ 1.300.000,00;"4 quartos
4 suítes
2 vagas
281,1 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 4 Dormitórios (4 suítes) e 281.13 m² - 0780
"Blumenau, Salto Norte
Cód.: 6320001";R$ 1.300.000,00;"3 quartos
1 suíte
4 vagas
180,0 m²";Casa no Bairro Salto Norte em Blumenau com 3 Dormitórios (1 suíte) e 180 m² - 6320001
"Blumenau, Passo Manso
Cód.: 6160515";R$ 1.300.000,00;"3 quartos
1 suíte
4 vagas
208,0 m²";Casa no Bairro Passo Manso em Blumenau com 3 Dormitórios (1 suíte) e 208 m² - 6160515
"Blumenau, Itoupava Central
Cód.: CA2154";R$ 1.300.000,00;"5 quartos
3 vagas
213,0 m²";Casa no Bairro Itoupava Central em Blumenau com 5 Dormitórios e 213 m² - CA2154
"Blumenau, Água Verde
Cód.: CA2080";R$ 1.300.000,00;"3 quartos
1 suíte
4 vagas
216,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 216 m² - CA2080
"Blumenau, Itoupava Norte
Cód.: CA03099V";R$ 1.300.000,00;"4 quartos
6 vagas
342,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 4 Dormitórios e 342 m² - CA03099V
"Blumenau, Itoupava Norte
Cód.: 3579954";R$ 1.300.000,00;"4 quartos
1 suíte
4 vagas
320,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 4 Dormitórios (1 suíte) e 320 m² - 3579954
"Blumenau, Vila Nova
Cód.: 3318252";R$ 1.300.000,00;"4 quartos
2 suítes
4 vagas
285,3 m²";Casa no Bairro Vila Nova em Blumenau com 4 Dormitórios (2 suítes) e 285.3 m² - 3318252
"Blumenau, Vila Nova
Cód.: CA0311";R$ 1.300.000,00;"4 quartos
2 suítes
4 vagas
357,0 m²";Casa no Bairro Vila Nova em Blumenau com 4 Dormitórios (2 suítes) e 357 m² - CA0311
"Blumenau, Vila Nova
Cód.: CA0081";R$ 1.300.000,00;"4 quartos
2 suítes
4 vagas
357,0 m²";Casa no Bairro Vila Nova em Blumenau com 4 Dormitórios (2 suítes) e 357 m² - CA0081
"Blumenau, Ponta Aguda
Cód.: AP04945V";R$ 1.300.000,00;"4 quartos
4 suítes
2 vagas
392,0 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (4 suítes) e 392 m² - AP04945V
"Blumenau, Ponta Aguda
Cód.: CO0005";R$ 1.300.000,00;"4 quartos
4 suítes
2 vagas
392,0 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (4 suítes) e 392 m² - CO0005
"Blumenau, Ponta Aguda
Cód.: CO0051";R$ 1.300.000,00;"4 quartos
4 suítes
2 vagas
392,0 m²";Apartamento no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (4 suítes) e 392 m² - CO0051
"Blumenau, Velha
Cód.: CA1430-V";R$ 1.300.000,00;"4 quartos
1 suíte
2 vagas
279,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (1 suíte) e 279 m² - CA1430-V
"Blumenau, Velha
Cód.: CA2242";R$ 1.300.000,00;"4 quartos
1 suíte
4 vagas
279,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (1 suíte) e 279 m² - CA2242
"Blumenau, Velha
Cód.: A80101";R$ 1.300.000,00;"3 quartos
3 suítes
4 vagas
371,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 371 m² - A80101
"Blumenau, Fortaleza Alta
Cód.: CA2158";R$ 1.300.000,00;"3 quartos
1 vaga
159,0 m²";Casa no Bairro Fortaleza Alta em Blumenau com 3 Dormitórios e 159 m² - CA2158
"Blumenau, Itoupava Central
Cód.: CA02878V";R$ 1.300.000,00;"3 quartos
1 suíte
2 vagas
225,0 m²";Casa no Bairro Itoupava Central em Blumenau com 3 Dormitórios (1 suíte) e 225 m² - CA02878V
"Blumenau, Ribeirão Fresco
Cód.: 2495";R$ 1.300.000,00;"5 quartos
3 suítes
15 vagas
450,0 m²";Casa no Bairro Ribeirão Fresco em Blumenau com 5 Dormitórios (3 suítes) e 450 m² - 2495
"Blumenau, Itoupava Central
Cód.: CA2106";R$ 1.300.000,00;"6 quartos
2 suítes
8 vagas
379,0 m²";Casa no Bairro Itoupava Central em Blumenau com 6 Dormitórios (2 suítes) e 379 m² - CA2106
"Blumenau, Velha
Cód.: 3475969";R$ 1.303.660,00;"3 quartos
3 suítes
2 vagas
139,3 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 139.28 m² - 3475969
"Blumenau, Victor Konder
Cód.: AP1764";R$ 1.320.000,00;"3 quartos
3 suítes
3 vagas
137,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 137 m² - AP1764
"Blumenau, Ponta Aguda
Cód.: CA0808";R$ 1.325.000,00;"3 quartos
1 suíte
4 vagas
350,0 m²";Casa no Bairro Ponta Aguda em Blumenau com 3 Dormitórios (1 suíte) e 350 m² - CA0808
"Blumenau, Escola Agrícola
Cód.: CA2097";R$ 1.330.000,00;"4 quartos
1 suíte
4 vagas
270,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 4 Dormitórios (1 suíte) e 270 m² - CA2097
"Blumenau, Escola Agrícola
Cód.: CA03087V";R$ 1.335.000,00;"4 quartos
1 suíte
2 vagas
320,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 4 Dormitórios (1 suíte) e 320 m² - CA03087V
"Blumenau, Escola Agrícola
Cód.: 3491216";R$ 1.335.000,00;"4 quartos
1 suíte
4 vagas
320,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 4 Dormitórios (1 suíte) e 320 m² - 3491216
