Bairros,Valores,Quartos,Suítes,Vagas,Tamanho,Tipo
Velha Central,460000.0,3.0,1.0,2.0,118.0,Casa
Victor Konder,670000.0,4.0,2.0,2.0,162.0,Apartamento
Itoupavazinha,695000.0,3.0,1.0,1.0,218.0,Casa
Garcia,700000.0,5.0,1.0,2.0,280.0,Casa
Victor Konder,720000.0,3.0,3.0,2.0,106.0,Apartamento
Itoupava Seca,980000.0,4.0,2.0,4.0,156.0,Casa
Passo Manso,239990.0,2.0,1.0,1.0,68.0,Apartamento
Ponta Aguda,350000.0,2.0,2.0,2.0,84.0,Casa
Ponta Aguda,360000.0,2.0,2.0,2.0,84.0,Casa
Água Verde,370000.0,2.0,2.0,2.0,79.0,Casa
Vila Formosa,450000.0,3.0,1.0,1.0,110.0,Apartamento
Victor Konder,520000.0,2.0,1.0,1.0,70.7,Apartamento
Fortaleza Alta,560000.0,3.0,1.0,2.0,113.3,Casa
Garcia,560000.0,4.0,0.0,2.0,164.0,Apartamento
Fortaleza,840014.0,3.0,1.0,2.0,151.2,Casa
Velha,1200000.0,3.0,1.0,2.0,195.0,Casa
Velha,1250000.0,3.0,1.0,6.0,365.0,Casa
Itoupava Central,349000.0,2.0,0.0,1.0,83.0,Casa
Vila Nova,699000.0,3.0,3.0,2.0,100.9,Apartamento
Testo Salto,790000.0,3.0,1.0,3.0,300.0,Casa
Jardim Blumenau,950000.0,3.0,1.0,2.0,96.0,Apartamento
Velha,1100000.0,3.0,1.0,2.0,230.0,Casa
Itoupava Norte,1750000.0,3.0,3.0,7.0,299.0,Casa
Escola Agrícola,365000.0,2.0,1.0,1.0,88.0,Apartamento
Ponta Aguda,1300000.0,3.0,3.0,2.0,305.0,Apartamento
Itoupava Norte,429000.0,2.0,0.0,2.0,77.0,Casa
Progresso,480000.0,3.0,1.0,2.0,103.0,Casa
Jardim Blumenau,690000.0,3.0,1.0,2.0,146.0,Apartamento
Tribess,850000.0,3.0,1.0,2.0,195.6,Casa
Salto Weissbach,1100000.0,3.0,1.0,2.0,190.0,Casa
Itoupava Seca,5000000.0,5.0,4.0,3.0,479.9,Casa
Centro,465000.0,2.0,0.0,1.0,46.0,Apartamento
Victor Konder,500000.0,4.0,1.0,0.0,148.3,Apartamento
Fortaleza,520000.0,2.0,1.0,1.0,99.0,Casa
Tribess,850000.0,3.0,1.0,3.0,140.0,Casa
Garcia,310000.0,2.0,0.0,1.0,75.2,Apartamento
Fortaleza Alta,360000.0,2.0,2.0,2.0,82.0,Casa
Fortaleza Alta,360000.0,2.0,2.0,2.0,82.0,Casa
Velha,390000.0,2.0,2.0,0.0,77.0,Casa
Água Verde,399000.0,2.0,2.0,2.0,93.0,Casa
Escola Agrícola,420000.0,2.0,2.0,2.0,81.6,Casa
Itoupavazinha,420000.0,4.0,2.0,2.0,80.0,Casa
Itoupava Norte,430000.0,2.0,2.0,1.0,72.0,Casa
Progresso,700000.0,3.0,0.0,6.0,200.0,Casa
Escola Agrícola,1299000.0,3.0,2.0,4.0,107.0,Apartamento
Boa Vista,210000.0,2.0,0.0,1.0,45.3,Apartamento
Água Verde,450000.0,3.0,1.0,1.0,71.0,Apartamento
Vila Formosa,450000.0,3.0,1.0,2.0,90.0,Apartamento
Itoupavazinha,480000.0,3.0,1.0,2.0,130.0,Casa
Salto Weissbach,580000.0,3.0,1.0,2.0,86.0,Apartamento
Fortaleza,895000.0,3.0,1.0,4.0,192.0,Casa
Velha,1050000.0,3.0,3.0,4.0,205.0,Casa
Progresso,1100000.0,6.0,3.0,6.0,374.0,Casa
Velha Central,1200000.0,3.0,1.0,2.0,311.1,Casa
Vila Nova,2800000.0,3.0,3.0,4.0,300.0,Casa
Água Verde,293000.0,2.0,0.0,1.0,44.0,Apartamento
Escola Agrícola,499000.0,3.0,1.0,3.0,196.0,Casa
Fortaleza,570000.0,3.0,1.0,3.0,118.0,Casa
Escola Agrícola,580000.0,3.0,0.0,0.0,105.8,Casa
Velha Central,650000.0,3.0,1.0,3.0,152.0,Casa
Passo Manso,720000.0,3.0,1.0,2.0,173.0,Casa
Velha,750000.0,3.0,1.0,2.0,153.0,Casa
Velha,750000.0,3.0,1.0,2.0,153.0,Casa
Salto Norte,800000.0,3.0,1.0,6.0,278.0,Casa
Ponta Aguda,2190000.0,5.0,3.0,3.0,710.0,Casa
Itoupava Central,2850000.0,3.0,3.0,4.0,433.0,Casa
Vila Nova,3000000.0,4.0,0.0,0.0,228.0,Casa
Ponta Aguda,3800000.0,4.0,4.0,5.0,350.0,Apartamento
Escola Agrícola,4500000.0,3.0,1.0,3.0,500.0,Casa
Valparaiso,250000.0,2.0,1.0,0.0,100.0,Casa
Salto Norte,275000.0,2.0,1.0,1.0,54.0,Apartamento
Velha,399000.0,2.0,1.0,2.0,59.0,Apartamento
Velha,450000.0,3.0,1.0,1.0,82.0,Apartamento
Victor Konder,466310.0,2.0,0.0,1.0,49.0,Apartamento
Itoupava Norte,650000.0,3.0,1.0,2.0,166.0,Casa
Velha,750000.0,3.0,1.0,4.0,231.4,Casa
Progresso,750000.0,4.0,0.0,2.0,200.0,Casa
Jardim Blumenau,890000.0,2.0,2.0,2.0,190.0,Apartamento
Escola Agrícola,1225000.0,4.0,3.0,2.0,376.0,Casa
Centro,2000000.0,4.0,1.0,2.0,400.0,Casa
Água Verde,397000.0,2.0,0.0,1.0,53.5,Apartamento
Água Verde,420000.0,2.0,2.0,2.0,77.0,Casa
Água Verde,490000.0,3.0,1.0,2.0,79.0,Apartamento
Escola Agrícola,590000.0,3.0,1.0,2.0,87.0,Apartamento
Fortaleza,599000.0,3.0,1.0,1.0,160.0,Casa
Jardim Blumenau,2200000.0,2.0,2.0,4.0,239.0,Apartamento
Fortaleza,350000.0,2.0,2.0,1.0,89.9,Casa
Velha,372000.0,2.0,1.0,2.0,59.0,Apartamento
Água Verde,475000.0,3.0,1.0,2.0,84.0,Apartamento
Vila Nova,510000.0,3.0,1.0,1.0,105.0,Apartamento
Velha,600000.0,2.0,2.0,2.0,146.0,Casa
Vila Nova,688751.0,2.0,1.0,1.0,82.7,Apartamento
Escola Agrícola,990000.0,3.0,1.0,4.0,290.0,Casa
Ponta Aguda,1700000.0,3.0,2.0,4.0,367.0,Apartamento
Velha,290000.0,2.0,0.0,1.0,50.0,Apartamento
Itoupavazinha,380000.0,2.0,2.0,2.0,110.0,Casa
Victor Konder,549000.0,2.0,1.0,1.0,74.5,Apartamento
Velha,560000.0,3.0,1.0,2.0,79.0,Apartamento
Velha,750000.0,3.0,2.0,2.0,134.0,Casa
Velha,960000.0,3.0,1.0,3.0,138.0,Apartamento
Itoupava Seca,990000.0,2.0,0.0,2.0,175.9,Apartamento
Água Verde,1400000.0,4.0,1.0,6.0,290.0,Casa
Velha,1850000.0,4.0,1.0,2.0,247.0,Casa
Valparaiso,320000.0,2.0,0.0,1.0,77.0,Apartamento
Itoupava Central,395352.0,3.0,1.0,2.0,90.0,Apartamento
Velha,431000.0,1.0,0.0,1.0,40.4,Apartamento
Velha,729200.0,2.0,2.0,1.0,83.0,Apartamento
Itoupava Seca,847727.0,3.0,3.0,2.0,82.0,Apartamento
Passo Manso,320000.0,2.0,0.0,2.0,68.0,Casa
Vila Nova,425000.0,2.0,1.0,1.0,62.0,Apartamento
Vorstadt,520000.0,3.0,0.0,2.0,275.0,Casa
Fortaleza,570000.0,2.0,1.0,2.0,110.0,Casa
Água Verde,215000.0,2.0,0.0,1.0,46.9,Apartamento
Água Verde,350000.0,2.0,0.0,1.0,70.0,Casa
Fortaleza,379000.0,2.0,2.0,2.0,93.0,Casa
Fortaleza,395000.0,2.0,0.0,1.0,51.0,Apartamento
Itoupava Central,490000.0,2.0,0.0,1.0,85.5,Casa
Itoupava Seca,650000.0,2.0,2.0,2.0,93.4,Casa
Escola Agrícola,680000.0,3.0,3.0,2.0,103.6,Apartamento
Itoupava Seca,707022.0,3.0,3.0,2.0,82.3,Apartamento
Velha,829000.0,3.0,1.0,2.0,101.0,Apartamento
Victor Konder,1400000.0,4.0,4.0,2.0,226.0,Apartamento
Itoupavazinha,1590000.0,4.0,1.0,0.0,340.0,Casa
Velha Central,335000.0,2.0,0.0,1.0,55.1,Apartamento
Ribeirão Fresco,389000.0,3.0,1.0,1.0,85.6,Apartamento
Água Verde,420000.0,2.0,2.0,1.0,76.0,Casa
Vila Nova,495000.0,3.0,1.0,2.0,107.0,Apartamento
Centro,837927.0,1.0,0.0,1.0,97.9,Apartamento
Tribess,990000.0,3.0,3.0,2.0,139.1,Casa
Velha,1370000.0,4.0,2.0,6.0,382.0,Casa
Ponta Aguda,1500000.0,6.0,3.0,4.0,422.0,Casa
Badenfurt,320000.0,2.0,0.0,1.0,50.5,Casa
Velha Central,455000.0,3.0,1.0,2.0,121.5,Casa
Velha,539000.0,3.0,1.0,2.0,134.0,Casa
Velha,649000.0,3.0,1.0,2.0,109.0,Apartamento
Itoupava Seca,682013.0,3.0,1.0,2.0,96.0,Apartamento
Vila Nova,736000.0,3.0,3.0,2.0,82.0,Apartamento
Itoupava Seca,736914.0,2.0,1.0,2.0,92.0,Apartamento
Escola Agrícola,800000.0,5.0,1.0,4.0,250.0,Casa
Salto Norte,850000.0,3.0,1.0,2.0,116.0,Casa
Velha,1100000.0,3.0,1.0,4.0,230.0,Casa
Itoupava Norte,1450000.0,3.0,1.0,4.0,156.0,Casa
Centro,1600000.0,4.0,4.0,4.0,315.0,Apartamento
Vorstadt,1650000.0,6.0,5.0,9.0,448.0,Casa
Escola Agrícola,2980000.0,3.0,3.0,4.0,350.0,Casa
Vila Nova,3600000.0,5.0,5.0,3.0,344.0,Apartamento
Jardim Blumenau,4500000.0,3.0,3.0,6.0,406.0,Apartamento
Progresso,270000.0,2.0,1.0,2.0,150.0,Casa
Água Verde,320000.0,1.0,1.0,1.0,56.1,Apartamento
Água Verde,440000.0,2.0,0.0,1.0,55.0,Apartamento
Garcia,459000.0,3.0,1.0,1.0,94.0,Apartamento
Vila Nova,646000.0,3.0,3.0,2.0,91.0,Apartamento
Vorstadt,780000.0,5.0,0.0,3.0,210.0,Casa
Velha,839000.0,3.0,3.0,1.0,110.0,Casa
Escola Agrícola,950000.0,3.0,1.0,2.0,202.0,Casa
Victor Konder,980000.0,4.0,4.0,3.0,168.0,Apartamento
Victor Konder,350000.0,1.0,0.0,0.0,47.0,Apartamento
Ponta Aguda,350000.0,2.0,2.0,2.0,84.0,Casa
Itoupava Seca,390000.0,2.0,1.0,1.0,58.0,Apartamento
Velha,439900.0,2.0,2.0,1.0,79.0,Casa
Vila Nova,590000.0,3.0,1.0,1.0,92.0,Casa
Tribess,690000.0,4.0,2.0,2.0,244.0,Casa
Água Verde,750000.0,3.0,1.0,2.0,226.0,Casa
Velha,860000.0,3.0,1.0,2.0,96.0,Apartamento
Fortaleza,1100000.0,3.0,1.0,2.0,260.0,Casa
Itoupava Norte,1500000.0,4.0,3.0,3.0,280.0,Casa
Jardim Blumenau,2200000.0,3.0,3.0,4.0,218.0,Apartamento
Passo Manso,330000.0,2.0,0.0,2.0,70.0,Casa
Itoupava Central,419900.0,2.0,1.0,2.0,63.7,Casa
Centro,465000.0,2.0,0.0,1.0,47.0,Apartamento
Vila Nova,510000.0,2.0,1.0,1.0,105.7,Apartamento
Água Verde,550000.0,3.0,1.0,2.0,210.0,Casa
Velha,649000.0,3.0,1.0,2.0,85.0,Apartamento
Água Verde,850000.0,3.0,1.0,2.0,143.0,Casa
Vila Nova,1200000.0,3.0,1.0,2.0,150.0,Apartamento
Velha,1250000.0,4.0,1.0,5.0,180.0,Casa
Garcia,1490000.0,5.0,4.0,4.0,310.0,Casa
Itoupava Central,280000.0,2.0,0.0,1.0,54.0,Apartamento
Velha,445000.0,2.0,0.0,2.0,68.6,Apartamento
Valparaiso,550000.0,5.0,0.0,2.0,300.0,Casa
Fortaleza,570000.0,3.0,1.0,3.0,118.9,Casa
Velha,574000.0,3.0,1.0,2.0,78.0,Apartamento
Velha,615000.0,3.0,1.0,2.0,91.0,Apartamento
Centro,658000.0,3.0,1.0,0.0,123.9,Apartamento
Velha,690000.0,3.0,0.0,2.0,93.0,Casa
Itoupava Central,730000.0,2.0,1.0,2.0,115.0,Casa
Itoupava Central,290000.0,2.0,0.0,1.0,58.0,Apartamento
Garcia,330000.0,3.0,0.0,1.0,78.0,Apartamento
Progresso,600000.0,3.0,1.0,1.0,239.0,Casa
Passo Manso,839900.0,4.0,1.0,2.0,316.0,Casa
Ponta Aguda,1290000.0,3.0,3.0,2.0,172.0,Casa
Escola Agrícola,1650000.0,3.0,1.0,4.0,179.0,Casa
Ponta Aguda,350000.0,2.0,2.0,2.0,78.0,Casa
Ribeirão Fresco,370000.0,2.0,2.0,1.0,76.2,Casa
Itoupava Central,389000.0,2.0,1.0,1.0,76.0,Apartamento
Fortaleza,390000.0,2.0,2.0,2.0,85.0,Casa
Victor Konder,1290000.0,3.0,3.0,3.0,136.0,Apartamento
Jardim Blumenau,1750000.0,2.0,2.0,3.0,180.0,Apartamento
Velha Central,300000.0,2.0,1.0,1.0,65.0,Apartamento
Itoupava Seca,450000.0,2.0,1.0,1.0,90.0,Apartamento
Itoupava Seca,700000.0,2.0,1.0,1.0,70.6,Apartamento
Victor Konder,700000.0,4.0,1.0,2.0,157.4,Apartamento
Vorstadt,700000.0,4.0,0.0,3.0,160.0,Casa
Vila Nova,999000.0,3.0,2.0,2.0,218.6,Apartamento
Ponta Aguda,2000000.0,3.0,3.0,5.0,458.0,Casa
Velha,2400000.0,4.0,2.0,4.0,432.0,Casa
Badenfurt,170000.0,2.0,0.0,1.0,41.0,Apartamento
Badenfurt,185000.0,2.0,0.0,1.0,43.2,Apartamento
Badenfurt,227990.0,2.0,0.0,1.0,44.0,Apartamento
Passo Manso,230000.0,2.0,0.0,1.0,42.1,Apartamento
Itoupavazinha,239900.0,2.0,0.0,1.0,50.2,Apartamento
Água Verde,250000.0,3.0,0.0,1.0,91.0,Apartamento
Salto Weissbach,250000.0,3.0,0.0,1.0,91.0,Apartamento
Água Verde,265000.0,2.0,0.0,1.0,53.9,Apartamento
Vila Nova,270000.0,1.0,0.0,1.0,47.0,Apartamento
Itoupava Central,270000.0,2.0,0.0,1.0,70.0,Casa
Progresso,280000.0,2.0,0.0,2.0,150.0,Casa
Escola Agrícola,290000.0,2.0,1.0,1.0,60.0,Apartamento
Salto Norte,295990.0,2.0,0.0,1.0,84.8,Apartamento
Itoupavazinha,299900.0,2.0,0.0,2.0,50.2,Apartamento
Fortaleza,299990.0,2.0,0.0,1.0,67.0,Apartamento
Itoupava Central,309990.0,2.0,0.0,1.0,53.2,Apartamento
Itoupava Seca,310000.0,1.0,0.0,1.0,66.9,Apartamento
Salto Norte,315000.0,2.0,0.0,1.0,71.7,Apartamento
Itoupava Central,319990.0,2.0,0.0,1.0,48.6,Apartamento
Valparaiso,320000.0,2.0,0.0,1.0,76.7,Apartamento
Escola Agrícola,330000.0,3.0,0.0,1.0,65.2,Apartamento
Fidelis,330000.0,2.0,0.0,2.0,75.0,Casa
Itoupava Central,330000.0,2.0,2.0,2.0,90.0,Casa
Escola Agrícola,331969.0,2.0,0.0,1.0,55.0,Apartamento
Victor Konder,339000.0,1.0,0.0,1.0,48.0,Apartamento
Salto,340000.0,2.0,0.0,2.0,65.7,Casa
Escola Agrícola,344500.0,2.0,1.0,1.0,63.0,Apartamento
Fortaleza,346000.0,2.0,1.0,1.0,54.0,Apartamento
Escola Agrícola,350000.0,2.0,2.0,2.0,70.0,Casa
Fortaleza,350000.0,2.0,2.0,2.0,98.0,Casa
Itoupava Central,360000.0,2.0,1.0,1.0,82.0,Apartamento
Água Verde,375000.0,2.0,0.0,1.0,71.3,Apartamento
Fortaleza,379000.0,2.0,2.0,1.0,97.5,Casa
Itoupava Central,379990.0,2.0,0.0,0.0,88.0,Casa
Água Verde,379990.0,2.0,0.0,1.0,95.0,Apartamento
Escola Agrícola,382039.0,2.0,1.0,1.0,59.8,Apartamento
Itoupava Norte,385000.0,2.0,2.0,1.0,69.9,Casa
Velha Central,389000.0,2.0,2.0,2.0,74.4,Casa
Velha,390000.0,2.0,2.0,1.0,76.0,Casa
Escola Agrícola,392200.0,2.0,1.0,1.0,63.0,Apartamento
Velha,395000.0,2.0,0.0,2.0,59.5,Apartamento
Velha,395000.0,1.0,0.0,1.0,54.8,Apartamento
Fortaleza,395000.0,2.0,2.0,1.0,91.9,Casa
Garcia,399990.0,2.0,0.0,1.0,100.0,Casa
Água Verde,400000.0,2.0,1.0,1.0,94.7,Apartamento
Tribess,400000.0,2.0,1.0,1.0,69.0,Apartamento
Velha,420000.0,2.0,2.0,2.0,86.0,Casa
Velha,424000.0,2.0,2.0,2.0,96.2,Casa
Itoupava Central,429990.0,2.0,0.0,1.0,62.7,Apartamento
Victor Konder,430000.0,1.0,0.0,1.0,51.0,Apartamento
Escola Agrícola,430000.0,2.0,2.0,2.0,76.0,Casa
Água Verde,430000.0,2.0,1.0,1.0,66.2,Apartamento
Vila Nova,435000.0,2.0,1.0,1.0,74.0,Apartamento
Fidelis,450000.0,2.0,0.0,2.0,70.0,Casa
Centro,450000.0,1.0,0.0,2.0,50.3,Apartamento
Água Verde,450000.0,2.0,2.0,2.0,75.0,Casa
Escola Agrícola,460000.0,2.0,1.0,2.0,66.0,Apartamento
Itoupava Norte,460000.0,2.0,2.0,1.0,84.8,Casa
Velha,468348.0,1.0,1.0,2.0,54.4,Apartamento
Água Verde,469000.0,2.0,1.0,1.0,66.4,Apartamento
Água Verde,470000.0,3.0,1.0,1.0,80.0,Apartamento
Água Verde,470000.0,3.0,1.0,2.0,118.5,Casa
Escola Agrícola,480000.0,3.0,1.0,2.0,91.0,Casa
Itoupava Seca,487416.0,1.0,0.0,2.0,73.7,Apartamento
Garcia,490000.0,3.0,1.0,2.0,87.0,Apartamento
Itoupava Central,490000.0,4.0,0.0,2.0,160.0,Casa
Itoupava Seca,495365.0,1.0,0.0,1.0,58.6,Apartamento
Salto Weissbach,499990.0,2.0,0.0,1.0,107.8,Casa
Itoupava Central,499990.0,2.0,0.0,2.0,190.0,Casa
Boa Vista,500000.0,2.0,2.0,0.0,79.0,Casa
Itoupava Norte,500000.0,2.0,2.0,1.0,89.4,Casa
Escola Agrícola,520000.0,3.0,1.0,2.0,141.4,Casa
Velha,550000.0,2.0,0.0,2.0,129.2,Casa
Fortaleza,550000.0,3.0,0.0,4.0,138.0,Casa
Itoupava Norte,555000.0,2.0,1.0,2.0,89.0,Apartamento
Água Verde,559000.0,3.0,1.0,2.0,109.0,Casa
Fortaleza,560000.0,3.0,1.0,2.0,120.2,Casa
Vila Nova,560720.0,2.0,1.0,1.0,66.4,Apartamento
Escola Agrícola,570000.0,2.0,1.0,2.0,125.2,Casa
Escola Agrícola,580000.0,2.0,2.0,2.0,83.5,Apartamento
Fortaleza,590000.0,3.0,1.0,2.0,121.4,Casa
Itoupava Norte,595000.0,3.0,3.0,2.0,161.5,Casa
Fortaleza,595000.0,3.0,3.0,1.0,134.8,Casa
Itoupava Seca,602642.0,2.0,1.0,1.0,57.6,Apartamento
Itoupava Seca,616520.0,1.0,1.0,2.0,73.6,Apartamento
Velha Central,650000.0,2.0,0.0,5.0,76.0,Casa
Garcia,650000.0,2.0,2.0,3.0,136.0,Casa
Escola Agrícola,669000.0,2.0,2.0,2.0,104.0,Casa
Salto Norte,690000.0,10.0,0.0,0.0,250.0,Casa
Escola Agrícola,720000.0,2.0,2.0,2.0,120.0,Casa
Vila Nova,720000.0,2.0,2.0,2.0,83.1,Apartamento
Itoupava Central,730000.0,2.0,2.0,2.0,93.8,Apartamento
Itoupava Seca,749000.0,3.0,3.0,2.0,83.5,Apartamento
Itoupava Norte,750000.0,2.0,2.0,2.0,123.0,Apartamento
Velha,750000.0,3.0,0.0,4.0,236.0,Casa
Itoupava Norte,790000.0,3.0,3.0,2.0,140.5,Apartamento
Garcia,800000.0,2.0,2.0,3.0,145.0,Casa
Ponta Aguda,800000.0,3.0,0.0,2.0,180.0,Casa
Itoupava Norte,830000.0,3.0,3.0,2.0,140.5,Apartamento
Boa Vista,900000.0,4.0,2.0,2.0,275.0,Casa
Ponta Aguda,950000.0,3.0,3.0,4.0,153.0,Apartamento
Itoupava Norte,990000.0,3.0,3.0,2.0,216.0,Apartamento
Itoupava Seca,990000.0,3.0,1.0,1.0,290.0,Casa
Ponta Aguda,999900.0,3.0,3.0,4.0,151.0,Casa
Vila Nova,1100000.0,3.0,3.0,2.0,167.0,Apartamento
Fortaleza,1100000.0,3.0,1.0,2.0,270.0,Casa
Velha,1140703.0,3.0,3.0,2.0,139.3,Apartamento
Itoupava Norte,1190000.0,3.0,3.0,3.0,171.1,Apartamento
Ponta Aguda,1198000.0,3.0,2.0,2.0,130.0,Apartamento
Velha Central,1200000.0,2.0,0.0,1.0,80.3,Casa
Centro,1200000.0,3.0,1.0,2.0,142.0,Apartamento
Vorstadt,1200000.0,3.0,3.0,2.0,188.9,Apartamento
Ponta Aguda,1230000.0,3.0,3.0,3.0,253.0,Apartamento
Escola Agrícola,1300000.0,3.0,3.0,4.0,238.0,Casa
Escola Agrícola,1300000.0,3.0,3.0,4.0,224.0,Casa
Escola Agrícola,1300000.0,3.0,3.0,4.0,224.1,Casa
Velha,1400000.0,3.0,1.0,4.0,185.0,Casa
Velha,1500000.0,3.0,0.0,2.0,120.0,Casa
Velha,1745000.0,3.0,3.0,2.0,147.6,Apartamento
Itoupava Central,2350000.0,4.0,4.0,2.0,376.0,Casa
Velha,2500000.0,5.0,2.0,2.0,203.0,Casa
Itoupava Central,2600000.0,5.0,5.0,6.0,420.0,Casa
Itoupava Central,2950000.0,4.0,4.0,3.0,450.0,Casa
Itoupava Central,2950000.0,4.0,4.0,3.0,462.0,Casa
Itoupava Norte,3500000.0,4.0,2.0,4.0,580.0,Casa
Água Verde,350000.0,3.0,1.0,1.0,79.0,Apartamento
Salto Weissbach,430000.0,2.0,0.0,2.0,73.4,Casa
Ponta Aguda,650000.0,2.0,2.0,2.0,135.7,Apartamento
Nova Esperança,699000.0,4.0,1.0,4.0,300.0,Casa
Salto Norte,740000.0,3.0,1.0,0.0,227.0,Casa
Vila Nova,1225000.0,3.0,1.0,4.0,360.0,Casa
Água Verde,470000.0,3.0,1.0,2.0,120.0,Casa
Victor Konder,549000.0,2.0,1.0,1.0,74.5,Apartamento
Velha,580000.0,2.0,2.0,2.0,119.0,Casa
Velha,595000.0,2.0,2.0,2.0,86.0,Apartamento
Jardim Blumenau,1600000.0,3.0,1.0,2.0,236.0,Apartamento
Fortaleza,350000.0,2.0,2.0,1.0,98.0,Casa
Fortaleza,390000.0,3.0,0.0,1.0,79.3,Apartamento
Velha,459000.0,2.0,2.0,2.0,89.0,Casa
Escola Agrícola,480000.0,3.0,1.0,2.0,85.0,Casa
Itoupavazinha,480000.0,1.0,0.0,2.0,90.0,Casa
Victor Konder,783241.0,3.0,1.0,2.0,144.9,Apartamento
Escola Agrícola,840000.0,3.0,1.0,4.0,193.0,Casa
Velha,1090000.0,3.0,1.0,2.0,309.0,Casa
Jardim Blumenau,2500000.0,4.0,4.0,0.0,218.0,Apartamento
Velha Central,260000.0,2.0,0.0,1.0,54.0,Apartamento
Itoupava Norte,364000.0,2.0,1.0,1.0,57.0,Apartamento
Itoupava Norte,365000.0,2.0,1.0,1.0,58.6,Apartamento
Itoupava Norte,380000.0,2.0,1.0,1.0,57.0,Apartamento
Itoupava Norte,391000.0,2.0,1.0,1.0,58.6,Apartamento
Escola Agrícola,450000.0,3.0,0.0,4.0,97.0,Casa
Velha Central,1100000.0,4.0,1.0,2.0,275.0,Casa
Escola Agrícola,1350000.0,4.0,1.0,4.0,320.0,Casa
Itoupava Central,375000.0,2.0,1.0,1.0,71.0,Apartamento
Escola Agrícola,480000.0,3.0,1.0,2.0,87.0,Casa
Escola Agrícola,860000.0,6.0,4.0,5.0,474.0,Casa
Água Verde,870000.0,3.0,1.0,3.0,182.0,Casa
Velha,1200000.0,3.0,1.0,0.0,270.0,Casa
Ponta Aguda,1499000.0,3.0,3.0,2.0,140.0,Casa
Testo Salto,290000.0,2.0,2.0,1.0,90.0,Casa
Fortaleza,330000.0,2.0,0.0,1.0,65.0,Casa
Salto Weissbach,380000.0,2.0,1.0,1.0,72.0,Apartamento
Água Verde,390000.0,2.0,0.0,2.0,71.0,Casa
Jardim Blumenau,450000.0,3.0,0.0,1.0,84.0,Apartamento
Itoupava Seca,650000.0,2.0,2.0,2.0,93.4,Casa
Itoupava Seca,727388.0,2.0,1.0,1.0,105.0,Apartamento
Testo Salto,745000.0,3.0,1.0,2.0,230.0,Casa
Velha,840000.0,4.0,1.0,2.0,235.0,Casa
Velha,960000.0,2.0,2.0,3.0,138.0,Apartamento
Vorstadt,1700000.0,6.0,1.0,4.0,190.0,Casa
Centro,1900000.0,3.0,2.0,2.0,272.0,Apartamento
Jardim Blumenau,2000000.0,3.0,3.0,2.0,252.9,Apartamento
Victor Konder,2600000.0,3.0,3.0,4.0,224.0,Apartamento
Itoupava Central,305000.0,2.0,0.0,1.0,64.0,Casa
Velha,365000.0,2.0,0.0,1.0,77.0,Casa
Escola Agrícola,565000.0,3.0,1.0,2.0,90.0,Apartamento
Itoupava Seca,575000.0,2.0,2.0,1.0,73.0,Apartamento
Vila Nova,600000.0,3.0,1.0,2.0,148.0,Apartamento
Ponta Aguda,830000.0,3.0,1.0,2.0,232.0,Casa
Centro,2000000.0,4.0,2.0,3.0,494.0,Casa
Água Verde,280000.0,2.0,0.0,1.0,45.0,Apartamento
Fortaleza,280000.0,2.0,0.0,1.0,54.0,Apartamento
Fortaleza Alta,520000.0,3.0,1.0,2.0,135.0,Casa
Itoupava Norte,555000.0,2.0,1.0,2.0,89.0,Apartamento
Escola Agrícola,560000.0,2.0,1.0,1.0,77.0,Apartamento
Escola Agrícola,820000.0,3.0,1.0,3.0,221.0,Casa
Ponta Aguda,870000.0,3.0,3.0,0.0,286.0,Apartamento
Salto Norte,950000.0,7.0,1.0,3.0,300.0,Casa
Salto Norte,359900.0,2.0,2.0,2.0,78.0,Casa
Velha,395000.0,1.0,0.0,1.0,54.8,Apartamento
Victor Konder,399000.0,2.0,0.0,1.0,62.0,Apartamento
Garcia,740000.0,2.0,2.0,2.0,136.0,Apartamento
Garcia,800000.0,2.0,2.0,2.0,145.0,Apartamento
Ponta Aguda,3600000.0,3.0,3.0,3.0,376.0,Apartamento
Victor Konder,290000.0,1.0,0.0,1.0,48.0,Apartamento
Itoupava Central,319000.0,2.0,1.0,1.0,54.7,Apartamento
Itoupava Central,319000.0,2.0,1.0,1.0,54.7,Apartamento
Fortaleza,330000.0,2.0,0.0,1.0,51.0,Apartamento
Fortaleza,426000.0,2.0,0.0,1.0,161.5,Casa
Fortaleza,449900.0,2.0,0.0,1.0,60.0,Apartamento
Itoupava Central,450000.0,3.0,0.0,2.0,194.4,Casa
Centro,485000.0,1.0,0.0,2.0,43.0,Apartamento
Passo Manso,500000.0,3.0,1.0,2.0,99.0,Casa
Victor Konder,766155.0,3.0,1.0,2.0,144.0,Apartamento
Vila Nova,780000.0,3.0,3.0,2.0,158.0,Apartamento
Garcia,780000.0,4.0,0.0,2.0,206.3,Casa
Velha,785000.0,3.0,1.0,2.0,112.0,Apartamento
Vila Nova,850000.0,3.0,1.0,4.0,180.0,Casa
Jardim Blumenau,1200000.0,3.0,3.0,2.0,223.0,Apartamento
Itoupava Central,3900000.0,4.0,4.0,3.0,530.0,Casa
Itoupava Norte,380000.0,2.0,1.0,2.0,92.0,Apartamento
Tribess,399000.0,3.0,1.0,2.0,80.0,Casa
Itoupava Norte,399000.0,2.0,1.0,1.0,74.0,Apartamento
Escola Agrícola,420000.0,2.0,1.0,1.0,72.0,Apartamento
